4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	11.11111111	0	0	0	0	0	0	0
8	0	0	20	0	8.333333333	16.66666667	0	18.18181818	0	33.33333333	0	0	0	0	0	7.142857143	12.5	0	0
10	40	22.22222222	60	0	25	50	0	27.27272727	20	0	0	0	5	0	7.142857143	3.571428571	6.25	0	0
12	40	22.22222222	20	100	58.33333333	33.33333333	0	18.18181818	20	0	33.33333333	0	20	16.66666667	21.42857143	10.71428571	18.75	23.07692308	25
14	0	33.33333333	0	0	8.333333333	0	0	27.27272727	20	0	16.66666667	11.11111111	30	22.22222222	14.28571429	14.28571429	12.5	23.07692308	8.333333333
16	20	11.11111111	0	0	0	0	0	9.090909091	0	33.33333333	0	44.44444444	20	5.555555556	7.142857143	14.28571429	18.75	15.38461538	33.33333333
18	0	0	0	0	0	0	0	0	20	0	33.33333333	0	15	16.66666667	14.28571429	25	12.5	30.76923077	16.66666667
20	0	11.11111111	0	0	0	0	100	0	20	0	16.66666667	22.22222222	5	16.66666667	21.42857143	10.71428571	18.75	7.692307692	16.66666667
22	0	0	0	0	0	0	0	0	0	0	0	0	5	5.555555556	0	10.71428571	0	0	0
24	0	0	0	0	0	0	0	0	0	33.33333333	0	0	0	11.11111111	14.28571429	3.571428571	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	11.11111111	0	5.555555556	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	14.28571429	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	4	0	0	0	0	0	0	0	0	0	1.587301587	0	0	0	2.702702703	2.5
10	36.36363636	50	27.27272727	28	20	0	13.63636364	28.57142857	35.48387097	16.66666667	21.05263158	54.54545455	55.73770492	47.61904762	53.19148936	50.74626866	54.83870968	45.94594595	37.5
12	18.18181818	25	27.27272727	36	20	50	9.090909091	0	12.90322581	16.66666667	26.31578947	18.18181818	14.75409836	14.28571429	14.89361702	16.41791045	9.677419355	16.21621622	30
14	0	0	27.27272727	12	20	50	36.36363636	0	12.90322581	50	31.57894737	11.36363636	9.836065574	12.6984127	17.0212766	5.970149254	12.90322581	13.51351351	15
16	18.18181818	25	9.090909091	4	40	0	22.72727273	14.28571429	19.35483871	16.66666667	10.52631579	11.36363636	8.196721311	11.11111111	8.510638298	11.94029851	11.29032258	16.21621622	5
18	18.18181818	0	9.090909091	12	0	0	13.63636364	42.85714286	9.677419355	0	0	4.545454545	8.196721311	4.761904762	4.255319149	11.94029851	9.677419355	5.405405405	7.5
20	0	0	0	0	0	0	4.545454545	0	9.677419355	0	10.52631579	0	0	6.349206349	2.127659574	2.985074627	0	0	0
22	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	1.587301587	0	0	0	0	0
24	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1.612903226	0	2.5
2	0	0	0	0	0	0	0	0	0	0	0	0	3.278688525	0	0	0	0	0	0
4	4.545454545	0	0	0	0	7.142857143	1.515151515	0	0	0	0	0	0	0	0	2.564102564	0	0	0
6	13.63636364	0	0	0	0	0	0	0	0	0	0	0	2.272727273	1.754385965	0	0	0	1.818181818	0
8	0	0	1.666666667	3.846153846	0	0	3.03030303	0	4.347826087	0	2	2	2.272727273	10.52631579	0	2.564102564	7.692307692	5.454545455	3.921568627
10	4.545454545	13.04347826	10	19.23076923	12.5	21.42857143	15.15151515	16.66666667	19.56521739	12.96296296	24	38	38.63636364	28.07017544	27.08333333	38.46153846	20.51282051	25.45454545	11.76470588
12	13.63636364	26.08695652	30	36.53846154	31.25	14.28571429	28.78787879	27.77777778	42.39130435	35.18518519	32	24	11.36363636	21.05263158	31.25	23.07692308	30.76923077	30.90909091	33.33333333
14	22.72727273	30.43478261	25	23.07692308	25	35.71428571	24.24242424	25	19.56521739	9.259259259	12	22	22.72727273	14.03508772	14.58333333	17.94871795	15.38461538	18.18181818	19.60784314
16	13.63636364	8.695652174	21.66666667	9.615384615	6.25	7.142857143	21.21212121	16.66666667	7.608695652	12.96296296	8	6	6.818181818	5.263157895	10.41666667	5.128205128	0	10.90909091	9.803921569
18	18.18181818	21.73913043	0	3.846153846	6.25	0	4.545454545	5.555555556	3.260869565	11.11111111	14	8	11.36363636	14.03508772	16.66666667	7.692307692	20.51282051	3.636363636	17.64705882
20	0	0	5	1.923076923	18.75	14.28571429	0	0	2.173913043	16.66666667	8	0	2.272727273	3.50877193	0	0	0	1.818181818	1.960784314
22	4.545454545	0	0	0	0	0	1.515151515	2.777777778	1.086956522	0	0	0	0	0	0	2.564102564	2.564102564	1.818181818	0
24	4.545454545	0	3.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	2.564102564	0	0
2	0	0	3.333333333	1.923076923	0	0	0	5.555555556	0	1.851851852	0	0	2.272727273	1.754385965	0	0	0	0	1.960784314
4	0	0	0	1.470588235	0	0	0	0	1.492537313	0	0	7.407407407	0	0	0	0	3.448275862	0	0
6	2.564102564	3.448275862	2.666666667	1.470588235	4.87804878	5.714285714	2.985074627	4.545454545	1.492537313	1.785714286	2.222222222	3.703703704	3.448275862	5	0	2.631578947	3.448275862	0	0
8	0	6.896551724	5.333333333	2.941176471	0	2.857142857	2.985074627	2.272727273	5.970149254	0	0	3.703703704	3.448275862	10	9.090909091	7.894736842	6.896551724	0	3.03030303
10	7.692307692	10.34482759	8	5.882352941	7.317073171	8.571428571	13.43283582	13.63636364	11.94029851	21.42857143	17.77777778	7.407407407	17.24137931	27.5	9.090909091	18.42105263	10.34482759	13.63636364	12.12121212
12	23.07692308	17.24137931	22.66666667	22.05882353	21.95121951	31.42857143	26.86567164	20.45454545	29.85074627	21.42857143	24.44444444	33.33333333	17.24137931	22.5	4.545454545	21.05263158	24.13793103	20.45454545	12.12121212
14	33.33333333	15.51724138	26.66666667	23.52941176	19.51219512	17.14285714	29.85074627	25	26.86567164	23.21428571	11.11111111	14.81481481	24.13793103	12.5	27.27272727	21.05263158	31.03448276	25	33.33333333
16	15.38461538	22.4137931	14.66666667	17.64705882	17.07317073	14.28571429	10.44776119	11.36363636	14.92537313	8.928571429	24.44444444	14.81481481	13.79310345	5	22.72727273	18.42105263	0	15.90909091	18.18181818
18	7.692307692	10.34482759	6.666666667	11.76470588	7.317073171	2.857142857	2.985074627	9.090909091	4.47761194	17.85714286	6.666666667	7.407407407	6.896551724	7.5	13.63636364	5.263157895	13.79310345	9.090909091	3.03030303
20	7.692307692	3.448275862	0	4.411764706	9.756097561	11.42857143	4.47761194	2.272727273	2.985074627	3.571428571	0	3.703703704	3.448275862	2.5	0	0	3.448275862	4.545454545	6.060606061
22	0	3.448275862	4	4.411764706	12.19512195	2.857142857	4.47761194	4.545454545	0	1.785714286	4.444444444	3.703703704	3.448275862	0	4.545454545	2.631578947	3.448275862	2.272727273	12.12121212
24	0	3.448275862	4	1.470588235	0	2.857142857	1.492537313	2.272727273	0	0	6.666666667	0	6.896551724	7.5	4.545454545	2.631578947	0	4.545454545	0
2	2.564102564	3.448275862	5.333333333	2.941176471	0	0	0	4.545454545	0	0	2.222222222	0	0	0	4.545454545	0	0	4.545454545	0
4	2.083333333	2.597402597	2.040816327	0	1.470588235	3.448275862	1.886792453	0	0	0	0	0	0	0	11.11111111	0	0	4.545454545	4.166666667
6	0	2.597402597	6.12244898	0	1.470588235	1.724137931	9.433962264	1.851851852	0	0	0	0	0	0	0	0	0	0	0
8	4.166666667	1.298701299	2.040816327	7.01754386	1.470588235	3.448275862	1.886792453	3.703703704	4.166666667	0	17.07317073	0	0	5	0	17.64705882	0	9.090909091	0
10	2.083333333	9.090909091	12.24489796	8.771929825	10.29411765	10.34482759	16.98113208	11.11111111	0	14.28571429	12.19512195	18.75	0	10	5.555555556	23.52941176	7.142857143	4.545454545	20.83333333
12	14.58333333	14.28571429	8.163265306	12.28070175	13.23529412	12.06896552	16.98113208	18.51851852	16.66666667	28.57142857	12.19512195	37.5	38.46153846	10	22.22222222	23.52941176	35.71428571	36.36363636	25
14	22.91666667	20.77922078	20.40816327	17.54385965	13.23529412	13.79310345	16.98113208	18.51851852	20.83333333	7.142857143	12.19512195	0	7.692307692	15	5.555555556	5.882352941	28.57142857	18.18181818	12.5
16	25	28.57142857	14.28571429	15.78947368	20.58823529	22.4137931	16.98113208	14.81481481	33.33333333	21.42857143	21.95121951	25	15.38461538	40	33.33333333	17.64705882	21.42857143	13.63636364	29.16666667
18	14.58333333	6.493506494	14.28571429	17.54385965	20.58823529	12.06896552	5.660377358	18.51851852	4.166666667	17.85714286	9.756097561	6.25	7.692307692	5	11.11111111	11.76470588	0	4.545454545	4.166666667
20	6.25	5.194805195	14.28571429	7.01754386	11.76470588	12.06896552	1.886792453	1.851851852	4.166666667	7.142857143	7.317073171	0	7.692307692	0	0	0	0	0	0
