22	4.166666667	2.597402597	0	5.263157895	1.470588235	3.448275862	5.660377358	3.703703704	0	0	4.87804878	0	7.692307692	10	5.555555556	0	7.142857143	0	0
24	4.166666667	2.597402597	2.040816327	3.50877193	1.470588235	5.172413793	3.773584906	5.555555556	4.166666667	3.571428571	2.43902439	6.25	15.38461538	0	0	0	0	0	4.166666667
2	0	3.896103896	4.081632653	5.263157895	2.941176471	0	1.886792453	1.851851852	12.5	0	0	6.25	0	5	5.555555556	0	0	9.090909091	0
4	4	6.52173913	5.263157895	0	0	1.785714286	11.11111111	0	50	11.11111111	8.333333333	0	50	0	0	0	0	0	0
6	10	2.173913043	10.52631579	0	0	5.357142857	11.11111111	0	0	0	0	66.66666667	0	25	50	25	66.66666667	0	0
8	2	2.173913043	15.78947368	0	8.108108108	1.785714286	0	16	0	5.555555556	16.66666667	0	0	25	0	0	0	0	0
10	12	8.695652174	21.05263158	50	10.81081081	12.5	11.11111111	24	0	5.555555556	41.66666667	0	0	25	25	50	33.33333333	0	33.33333333
12	10	8.695652174	10.52631579	37.5	10.81081081	7.142857143	0	16	0	11.11111111	8.333333333	33.33333333	0	0	0	25	0	0	33.33333333
14	12	17.39130435	15.78947368	0	21.62162162	23.21428571	33.33333333	8	50	11.11111111	16.66666667	0	0	0	25	0	0	0	0
16	32	23.91304348	10.52631579	12.5	24.32432432	19.64285714	11.11111111	12	0	33.33333333	8.333333333	0	50	0	0	0	0	0	0
18	4	13.04347826	10.52631579	0	10.81081081	10.71428571	11.11111111	4	0	0	0	0	0	0	0	0	0	100	0
20	6	13.04347826	0	0	2.702702703	5.357142857	0	4	0	16.66666667	0	0	0	25	0	0	0	0	0
22	2	0	0	0	8.108108108	5.357142857	0	12	0	0	0	0	0	0	0	0	0	0	0
24	4	4.347826087	0	0	2.702702703	1.785714286	11.11111111	4	0	0	0	0	0	0	0	0	0	0	33.33333333
2	2	0	0	0	0	5.357142857	0	0	0	5.555555556	0	0	0	0	0	0	0	0	0
