14326	17 Jun 18	10:00:00	1	4	0	0	0	0	1	9	0	11	1	3	3	4	12	0	4	0	2	7	0	10	1	1	6	6	5	8	0	0	2	8	17	1	2	6	0	5	7
14331	17 Jun 18	10:05:00	1	4	0	0	0	0	1	3	7	2	9	7	16	2	4	14	2	14	11	9	11	16	15	13	22	13	11	8	8	11	15	2	6	10	6	7	6	12	0
14336	17 Jun 18	10:10:00	1	4	0	0	0	0	1	2	8	8	18	11	19	1	10	2	7	15	13	9	9	14	14	9	18	10	8	8	11	8	19	10	4	12	14	10	10	10	6
14341	17 Jun 18	10:15:00	1	4	0	0	0	0	1	0	12	8	10	11	14	3	16	12	10	7	15	7	10	13	8	10	15	7	11	10	8	8	15	8	5	8	17	14	6	8	0
14346	17 Jun 18	10:20:00	1	4	0	0	0	0	1	0	8	9	8	10	13	0	6	8	4	9	11	12	10	12	10	16	15	6	11	6	7	5	11	10	8	8	11	8	6	13	6
14351	17 Jun 18	10:25:00	1	4	0	0	0	0	1	0	6	6	6	5	8	7	12	5	9	12	11	8	8	13	12	12	17	0	5	9	8	7	19	3	4	7	11	11	7	7	3
14356	17 Jun 18	10:30:00	1	4	0	0	0	0	1	0	1	8	3	5	9	5	7	3	11	3	3	7	13	17	11	11	5	2	16	9	6	11	13	9	5	5	9	6	6	7	0
14361	17 Jun 18	10:35:00	1	4	0	0	0	0	1	0	0	4	1	1	13	1	2	6	6	3	0	7	9	11	11	13	19	3	7	9	6	11	2	8	4	7	8	8	0	7	6
14366	17 Jun 18	10:40:00	1	4	0	0	0	0	1	0	0	7	4	0	10	0	0	4	13	0	0	9	5	12	9	11	11	12	7	14	5	7	0	12	4	5	9	4	0	4	4
14371	17 Jun 18	10:45:00	1	4	0	0	0	0	1	0	0	10	2	0	11	0	0	8	4	1	0	4	2	14	8	9	6	5	9	8	6	4	2	10	5	11	9	10	0	7	5
14376	17 Jun 18	10:50:00	1	4	0	0	0	0	1	0	0	5	5	0	12	0	0	7	9	7	4	8	4	8	8	11	15	3	0	9	6	7	12	9	5	1	7	4	0	9	5
14381	17 Jun 18	10:55:00	1	4	0	0	0	0	1	0	0	6	2	1	6	0	0	6	5	5	11	4	8	10	0	7	9	3	6	12	4	10	4	11	6	0	9	9	0	4	5
14386	17 Jun 18	11:00:00	1	4	0	0	0	0	1	0	0	10	1	12	10	0	0	6	4	7	5	4	6	7	0	7	12	2	11	9	4	8	11	8	3	0	5	4	9	7	5
14391	17 Jun 18	11:05:00	1	4	0	0	0	0	1	0	8	8	3	7	9	2	0	2	10	0	11	6	1	8	0	6	12	0	9	16	9	0	10	6	7	0	11	3	4	6	4
14396	17 Jun 18	11:10:00	1	4	0	0	0	0	1	0	7	7	0	8	10	0	0	6	6	0	7	8	5	13	0	6	3	0	9	7	6	0	2	3	5	6	6	10	7	4	0
14401	17 Jun 18	11:15:00	1	4	0	0	0	0	1	0	7	7	0	1	11	0	0	0	10	0	15	0	6	8	0	6	5	0	8	10	1	2	1	5	6	6	6	8	9	4	6
14406	17 Jun 18	11:20:00	1	4	0	0	0	0	1	0	3	4	0	2	7	4	1	6	11	0	10	8	4	8	0	8	8	0	6	8	0	1	6	10	7	7	13	4	2	5	2
14411	17 Jun 18	11:25:00	1	4	0	0	0	0	1	0	0	8	0	5	9	4	0	0	7	0	2	2	3	11	0	13	5	0	7	5	1	5	12	10	2	25	9	5	2	5	7
14416	17 Jun 18	11:30:00	1	4	0	0	0	0	1	0	0	6	0	10	9	2	1	0	9	0	4	6	5	12	0	23	0	0	11	6	0	0	12	13	3	3	10	2	0	4	7
14421	17 Jun 18	11:35:00	1	4	0	0	0	0	1	0	0	2	5	6	11	0	6	0	6	0	0	3	7	6	0	9	9	0	6	9	0	7	4	6	4	5	6	7	0	2	3
14426	17 Jun 18	11:40:00	1	4	0	0	0	0	1	0	0	2	4	3	10	0	0	13	5	0	2	4	7	7	0	6	9	0	9	4	0	1	0	6	3	4	4	3	0	0	2
14431	17 Jun 18	11:45:00	1	4	0	0	0	0	1	5	0	6	0	0	7	0	3	2	7	3	0	1	3	9	0	5	9	0	0	7	0	0	0	8	4	25	4	1	0	5	6
14436	17 Jun 18	11:50:00	1	4	0	0	0	0	1	6	0	2	0	0	9	0	5	4	5	8	2	6	0	8	5	4	2	0	4	12	1	1	0	11	5	0	3	1	2	1	4
14441	17 Jun 18	11:55:00	1	4	0	0	0	0	1	6	0	5	0	0	7	0	11	6	0	2	1	8	2	13	7	8	11	0	7	5	0	5	0	9	3	0	4	0	8	2	2
14446	17 Jun 18	12:00:00	1	4	0	0	0	0	1	5	0	8	0	0	8	1	15	4	0	2	5	4	4	5	13	8	13	10	0	6	0	2	0	5	4	0	4	1	5	4	3
